Unnamed: 0,item_number,description,category,item_link,minifigs_link,color_link,Name,Hair Type,Is_Fantasy_Color,Is_Natural_Color
571,11255,"Minifigure, Hair Long with Curls (Judge's Peruke)","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=11255,https://www.bricklink.com/catalogItemIn.asp?P=11255&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=11255#T=C,White,Black-coded,False,True
568,11261,"Minifigure, Hair Long with Braided Front","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=11261,https://www.bricklink.com/catalogItemIn.asp?P=11261&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=11261#T=C,Dark Brown,Black-coded,False,True
729,11421pb01,"Minifigure, Hair Shaggy with Braided Beard with Silver Axe Shard and Dark Bluish Gray Pattern","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=11421pb01,https://www.bricklink.com/catalogItemIn.asp?P=11421pb01&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=11421pb01#T=C,Black,Black-coded,False,True
886,11423pb01,"Minifigure, Hair Spiked Braid and Beard with White Braids Pattern","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=11423pb01,https://www.bricklink.com/catalogItemIn.asp?P=11423pb01&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=11423pb01#T=C,Light Bluish Gray,Black-coded,False,False
856,11906,"Minifigure, Hair Small Braids and Fan Shaped Ponytail","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=11906,https://www.bricklink.com/catalogItemIn.asp?P=11906&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=11906#T=C,Light Bluish Gray,Black-coded,False,False
373,13198pb01,"Minifigure, Hair Female Ponytail Long Braided with Gold Hair Clips Pattern","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=13198pb01,https://www.bricklink.com/catalogItemIn.asp?P=13198pb01&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=13198pb01#T=C,Dark Brown,Black-coded,False,True
537,13753pb01,"Minifigure, Hair Long Braided with White Ties and Dark Brown Braids","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=13753pb01,https://www.bricklink.com/catalogItemIn.asp?P=13753pb01&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=13753pb01#T=C,Dark Bluish Gray,Black-coded,False,False
821,15443,"Minifigure, Hair Short with 2 Locks on Left Side","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=15443,https://www.bricklink.com/catalogItemIn.asp?P=15443&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=15443#T=C,Black,Black-coded,False,True
822,15443,"Minifigure, Hair Short with 2 Locks on Left Side","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=15443,https://www.bricklink.com/catalogItemIn.asp?P=15443&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=15443#T=C,Dark Brown,Black-coded,False,True
823,15443,"Minifigure, Hair Short with 2 Locks on Left Side","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=15443,https://www.bricklink.com/catalogItemIn.asp?P=15443&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=15443#T=C,Medium Nougat,Black-coded,False,False
696,1579,"Minifigure, Hair Na'vi, Narrow with Braids and Bar at End","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=1579,https://www.bricklink.com/catalogItemIn.asp?P=1579&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=1579#T=C,Black,Black-coded,False,True
699,1580,"Minifigure, Hair Na'vi, Wide with Braids and Bar at End","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=1580,https://www.bricklink.com/catalogItemIn.asp?P=1580&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=1580#T=C,Black,Black-coded,False,True
34,1685,"Minifigure, Hair Coiled and Mid-Length Sides","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=1685,https://www.bricklink.com/catalogItemIn.asp?P=1685&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=1685#T=C,Black,Black-coded,False,True
35,1685,"Minifigure, Hair Coiled and Mid-Length Sides","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=1685,https://www.bricklink.com/catalogItemIn.asp?P=1685&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=1685#T=C,Dark Brown,Black-coded,False,True
543,18166,"Minifigure, Hair Long Pulled Back with Banded Top Knot","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=18166,https://www.bricklink.com/catalogItemIn.asp?P=18166&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=18166#T=C,Black,Black-coded,False,True
143,1988,"Minifigure, Hair Female Coiled and Braided, Swept over Left Side","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=1988,https://www.bricklink.com/catalogItemIn.asp?P=1988&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=1988#T=C,Black,Black-coded,False,True
802,20597,"Minifigure, Hair Short Tousled with Side Part and Lock Sticking Up","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=20597,https://www.bricklink.com/catalogItemIn.asp?P=20597&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=20597#T=C,Black,Black-coded,False,True
804,20597,"Minifigure, Hair Short Tousled with Side Part and Lock Sticking Up","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=20597,https://www.bricklink.com/catalogItemIn.asp?P=20597&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=20597#T=C,Dark Brown,Black-coded,False,True
805,20597,"Minifigure, Hair Short Tousled with Side Part and Lock Sticking Up","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=20597,https://www.bricklink.com/catalogItemIn.asp?P=20597&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=20597#T=C,Medium Nougat,Black-coded,False,False
538,2123,"Minifigure, Hair Long Dreadlocks","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=2123,https://www.bricklink.com/catalogItemIn.asp?P=2123&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=2123#T=C,Black,Black-coded,False,True
627,21778,"Minifigure, Hair Male with Coiled Texture","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=21778,https://www.bricklink.com/catalogItemIn.asp?P=21778&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=21778#T=C,Black,Black-coded,False,True
628,21778,"Minifigure, Hair Male with Coiled Texture","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=21778,https://www.bricklink.com/catalogItemIn.asp?P=21778&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=21778#T=C,Dark Brown,Black-coded,False,True
629,21778,"Minifigure, Hair Male with Coiled Texture","Minifigure, Hair",https://bricklink.com/v2/catalog/catalogitem.page?P=21778,https://www.bricklink.com/catalogItemIn.asp?P=21778&in=M,https://bricklink.com/v2/catalog/catalogitem.page?P=21778#T=C,Light Bluish Gray,Black-coded,False,False
